star,source,SpType,logTeff,logLspec,logg,vmac,vsini,tau,logM,logR
HD36486AAAB,Holgado2018,O9.5,4.478566495593843,3.99520707503011,3.31,94.0,100.0,0.9808492138897328,1.4705855959635847,1.2993074381121503
HD36861A,Holgado2018,O8,4.546542663478131,4.05711174656726,3.52,77.0,52.0,0.8257318531414524,1.606867759396221,1.2639818261097855
HD38666,Holgado2018,O9.5,4.5301996982030825,3.611739885467068,3.9,56.0,111.0,0.6013995416008534,1.3697002064348969,0.9545970340338638
HD57061AAAB,Holgado2018,O9,4.518513939877888,3.964996852166289,3.5,85.0,57.0,0.8525557112481678,1.5160714122123773,1.2277999899004648
HD69464,Holgado2018,O7,4.553883026643875,4.236473199230235,3.37,105.0,73.0,0.86746737959732,1.7054463546342395,1.3902568533479478
HD75211,Holgado2018,O8.5,4.523746466811565,4.135926959900996,3.35,53.0,145.0,0.8698127423634086,1.6435631698922042,1.3648661533666795
HD91572,Holgado2018,O6.5,4.588831725594208,3.906267995031568,3.84,57.0,60.0,0.6376683255767382,1.5561974579948563,1.0783904198635694
HD91824,Holgado2018,O7,4.599883072073688,3.770473380949488,4.02,48.0,51.0,0.4055419749853585,1.518850775822328,0.9661987634199014
HD93028,Holgado2018,O9,4.547774705387822,3.6520399142060262,3.93,55.0,25.0,0.553890667551555,1.4036662491790932,0.9529167226575016
HD93146A,Holgado2018,O7,4.587710965018911,3.901784952730383,3.84,67.0,60.0,0.6379880036384838,1.5527947891993823,1.0766390899767888
HD93160AB,Holgado2018,O7,4.563481085394411,3.8048654342323815,3.84,64.0,120.0,0.66156653361539,1.4770548498285208,1.0411744144133228
HD93204,Holgado2018,O5.5,4.593286067020458,4.034085360736568,3.73,93.0,110.0,0.7044952160203383,1.63739596149584,1.171406017671106
HD93222AB,Holgado2018,O7,4.565847818673518,4.024332367348809,3.63,90.0,50.0,0.7794495335479561,1.6029929353030354,1.208532799753184
HD93249A,Holgado2018,O9,4.515873843711679,3.954436467501454,3.5,72.0,55.0,0.8558233388126367,1.5094760949809587,1.2242427450272644
HD93250AB,Holgado2018,O4,4.653212513775344,4.143791147756113,3.86,84.0,70.0,0.6003499098691416,1.7907845862178176,1.186374429881622
HD93843,Holgado2018,O5,4.571708831808688,4.147776419889489,3.53,120.0,58.0,0.8007345372201912,1.6801316587515307,1.294019987772672
HD94024,Holgado2018,O8,4.541579243946581,4.06725806844106,3.49,52.0,162.0,0.8367172843691183,1.6080383239474183,1.2797013781962556
HD94963,Holgado2018,O7,4.559906625036112,4.090567592799187,3.54,92.0,76.0,0.803978460724174,1.6412734988008053,1.2692476127403831
HD96264,Holgado2018,O9.5,4.519827993775719,3.800253067757613,3.67,65.0,29.0,0.7929860309204798,1.4277975735910335,1.0989827432393535
HD96715,Holgado2018,O4,4.6551384348113825,4.101494831900267,3.91,86.0,59.0,0.5561721601347553,1.753405181994243,1.1373291137064123
HD96946,Holgado2018,O6.5,4.5910646070264995,3.8951995207607353,3.86,58.0,72.0,0.6170934031568576,1.5523584251920577,1.065316866615293
HD97848,Holgado2018,O8,4.551449997972875,3.926741084546237,3.67,77.0,41.0,0.7700011214608273,1.5234504795188235,1.1471819170726612
TRUMPLER14-9,Holgado2018,O8.5,4.564666064252089,3.5496053496630933,4.1,41.0,66.0,0.2465371131869089,1.4112752714057348,0.8687091743063197
CPD-472963,Burssens2020,O5,4.57,4.16,,110.0,67.0,0.8056437305339694,1.6839755905391565,1.3047295070102276
HD110360,Burssens2020,ON7,4.59,3.6,,86.0,96.0,0.1614927932910367,1.451480016252211,0.8721503339255612
HD112244,Burssens2020,O8.5,4.5,4.15,,80.0,124.0,0.8999836244949575,1.6396997107050455,1.4179238716091818
HD152233,Burssens2020,O6,4.58,4.01,,105.0,62.0,0.73839672367491,1.6113055436781885,1.1770420812060605
HD156738,Burssens2020,O6.5,4.58,3.87,,103.0,65.0,0.6440268408461587,1.527694996293861,1.0644044819878462
HD23466,Burssens2020,B3,4.2,2.51,,100.0,75.0,0.8789831896573156,0.7779539532997132,0.7654104510238988
HD26912,Burssens2020,B3,4.2,2.61,,30.0,53.0,0.9828158772562232,0.7769166466473411,0.8184656138245314
HD41753,Burssens2020,B3,4.23,2.61,,40.0,25.0,0.8699836036905976,0.8193563482867627,0.777221658556668
HD43112,Burssens2020,B1,4.41,2.95,,12.0,7.0,0.4104901116350142,1.0406403184355757,0.7002558792204301
HD48977,Burssens2020,B2.5,4.25,2.61,,8.0,26.0,0.8200024255482423,0.8323432673110056,0.7460196906592015
HD90273,Burssens2020,ON7,4.59,3.95,,55.0,55.0,0.668634959898171,1.573934295916784,1.105717319456904
HD97253,Burssens2020,O5,4.59,4.16,,105.0,70.0,0.7715355347680143,1.7013089530791143,1.2732592682910475
